index,time,flow,concentration,segment
603,06/10/19 09:00,337.0,3.4,1
604,06/10/19 09:15,337.0,3.3,1
605,06/10/19 09:30,337.0,3.2,1
606,06/10/19 09:45,337.0,3.3,1
607,06/10/19 10:00,337.0,3.3,1
608,06/10/19 10:15,337.0,3.2,1
609,06/10/19 10:30,337.0,3.2,1
610,06/10/19 10:45,337.0,3.2,1
611,06/10/19 11:00,337.0,3.1,1
612,06/10/19 11:15,337.0,3.1,1
613,06/10/19 11:30,337.0,3.1,1
614,06/10/19 11:45,337.0,3.1,1
615,06/10/19 12:00,337.0,3.2,1
616,06/10/19 12:15,337.0,3.2,1
617,06/10/19 12:30,337.0,3.2,1
618,06/10/19 12:45,337.0,3.4,1
619,06/10/19 13:00,337.0,3.1,1
620,06/10/19 13:15,337.0,3.3,1
621,06/10/19 13:30,337.0,3.3,1
622,06/10/19 13:45,337.0,3.3,1
623,06/10/19 14:00,337.0,3.3,1
624,06/10/19 14:15,337.0,3.4,1
625,06/10/19 14:30,337.0,3.5,1
626,06/10/19 14:45,337.0,3.5,1
627,06/10/19 15:00,341.0,3.5,1
628,06/10/19 15:15,341.0,3.5,1
629,06/10/19 15:30,341.0,3.6,1
630,06/10/19 15:45,341.0,3.7,1
631,06/10/19 16:00,345.0,3.7,1
632,06/10/19 16:15,348.0,3.9,1
